flag,ffa_vid,vessel_name,ircs,mmsi,uvi_imo_number,vessel_type,length,tonnage,engine_power,crew
China,35734.0,GUANG YUAN YU 238,BZWY45,NA,8647490.0,Longline,34.0,205.0,447.0,15.0
China,35735.0,GUANG YUAN YU 239,BZWY46,412470430.0,8647505.0,Longline,34.0,225.0,447.0,15.0
Taiwan,35738.0,CHIN TE CHENG NO.166,BJ4934,NA,NA,Longline,23.9,99.45,1000.7294,15.0
China,35742.0,ZHONG SHUI 703,BZZZ7,413342e3,8628925.0,Longline,36.6,191.0,330.0,13.0
China,35743.0,ZHONG SHUI 704,BZZZ8,413343e3,8628949.0,Longline,36.6,191.0,330.0,13.0
China,35744.0,ZHONG SHUI 705,BZZZ9,413344e3,NA,Longline,36.6,191.0,330.0,13.0
China,35745.0,ZHONG SHUI 706,BZZY3,413345e3,8628963.0,Longline,36.6,191.0,330.0,13.0
Fiji,35746.0,SOLANDER XI,3DWK,NA,8653188.0,Longline,24.0,59.5,367.0,10.0
Taiwan,35748.0,KUO RONG NO.88,BJ5005,NA,NA,Longline,21.5,80.8,447.42,14.0
China,35752.0,YUE NAN YU 179,BZXL63,412677420.0,8667555.0,Longline,26.8,123.0,237.1326,10.0
Federated States of Micronesia,35755.0,MELISSA,V6P87,510056e3,8030453.0,Single Purse Seine,68.83,1641.82,2684.52,20.0
China,35758.0,ZHOU YUAN YU 201,BZ6UM,412420985.0,8683145.0,Longline,56.5,646.0,735.0,30.0
Taiwan,35761.0,HONG RONG,BJ5011,NA,NA,Longline,20.93,95.0,706.1779,14.0
South Korea,35763.0,JANG BO GO,DTBU8,441493e3,9511301.0,Single Purse Seine,74.51,2023.0,3728.5,22.0
Republic of Vanuatu,35766.0,GLORY NO.8,YJTG3,577145e3,8717013.0,Longline,56.08,660.0,745.7,25.0
United States of America,35768.0,AMERICAN VICTORY,WDE6234,367377660.0,9556674.0,Single Purse Seine,75.34,1691.0,2403.9195986842105,47.578947368421055
Federated States of Micronesia,35771.0,CFA 21,V6P021,510041e3,100.0,Longline,28.6,98.0,447.42,15.0
United States of America,35772.0,PACIFIC PRIDE,WDE5728,338298e3,9417397.0,Single Purse Seine,72.37,1416.0,2353.031368421053,39.73684210526316
Republic of Kiribati,35773.0,GLORY 2,T3PW2,529767e3,8513405.0,Bunker,119.4,5847.0,3400.0,18.0
United States of America,35774.0,PACIFIC RANGER,WDE5730,36627e4,9394789.0,Single Purse Seine,72.57,1415.0,2353.031368421053,39.73684210526316
Philippines,35777.0,ROSEMONT 888,DUL6697,NA,8613475.0,Mothership,63.25,950.0,1e3,22.0
Philippines,35778.0,PRINCESS JANICE 168,DYUW,548792e3,7930723.0,Single Purse Seine,55.17,499.0,2144.0,28.0
Taiwan,35779.0,ESSIEN,BI2517,416052600.0,8664838.0,Longline,59.2,696.0,1176.798,31.0
United States of America,35781.0,AMERICAN TRIUMPH,WDE6712,367383720.0,8743672.0,Single Purse Seine,75.34,1691.0,2353.596,44.8421052631579
Spain,35784.0,SALICA FRIGO,EBTL,22412400.0,9238703.0,Fish Carrier,132.9,7207.0,5850.0,16.0
South Korea,35786.0,ORYONG NO.375,DTBW2,441584e3,9152179.0,Longline,56.17,394.0,745.7,25.0
Federated States of Micronesia,35788.0,NANMADOL,V6P90,510062e3,8215493.0,Single Purse Seine,62.4,1569.0,2724.7878,24.0
Japan,35790.0,RYOAN MARU NO.5,JPWV,43107e4,9204192.0,Longline,58.57,439.0,735.0,25.0
Panama,35793.0,SURUGA 1,H3OD,356065e3,9109263.0,Fish Carrier,88.94,2596.0,1491.4,22.0
China,35798.0,HAI SHANG 28,BIWI,412370006.0,9016088.0,Longline,55.5,642.0,735.0,28.0
China,35800.0,HAI SHANG 38,BIWJ,412370007.0,9009035.0,Longline,57.02,619.0,735.0,28.0
China,35801.0,HAI SHANG 58,BIWK,412370008.0,9019963.0,Longline,55.5,643.0,735.0,28.0
Japan,35803.0,FUKUICHI MARU NO.83,7JEG,432685e3,9524853.0,Single Purse Seine,79.61,1788.0,2942.0,27.0
China,35806.0,GUI YUAN YU 60001,BZWZ32,413501950.0,8656192.0,Longline,30.2,165.0,447.42,14.7
China,35807.0,JIN SHENG NO.1,BZZX6,413270220.0,9020819.0,Longline,55.83,619.0,1176.0,30.0
China,35808.0,JIN SHENG NO.2,BZZX8,413270430.0,9105281.0,Longline,56.17,613.0,735.0,30.0
China,35810.0,JING YUAN 903,BZZT3,413011e3,8676049.0,Longline,55.2,523.0,882.0,30.0
Philippines,35811.0,QUEEN EVELYN 889,DUEF,NA,7378743.0,Single Purse Seine,55.4,748.72,1641.0,28.0
Panama,35819.0,KURIKOMA,3FTS6,353185e3,9145920.0,Fish Carrier,114.82,4177.0,4192.0,40.0
Taiwan,35823.0,KUO RONG NO.168,BJ5020,416003874.0,NA,Longline,21.5,93.32,559.275,14.0
Taiwan,35826.0,DE SHENG FA NO.3,BJ5021,NA,NA,Longline,23.95,96.95,691.368825,15.0
Panama,35827.0,EURO STAR,3EJQ3,372594e3,8319055.0,Fish Carrier,109.0,4364.0,4847.05,22.0
Taiwan,35832.0,YING RONG NO.638,BI2578,416176700.0,9386835.0,Longline,56.1,562.0,1043.98,32.0
Tuvalu,35834.0,TAUMOANA,T2FA3,NA,8648494.0,Single Purse Seine,75.34,1738.0,2353.596,40.0
Panama,35836.0,TIARA 108,3FQH9,35702e4,8420763.0,Fish Carrier,109.0,4361.0,4780.0,25.0
Marshall Islands,35839.0,LOJET,V7RB4,538060015.0,8919441.0,Single Purse Seine,79.8,2109.0,3645.0,32.0
Taiwan,35841.0,CHIN CHANG WEN,BI2562,416119800.0,8947369.0,Longline,57.6,704.0,1176.798,30.0
South Korea,35850.0,SEIN SUN,DSQY9,441759e3,8415859.0,Fish Carrier,109.0,4428.0,4780.741875,18.0
Panama,35852.0,HARU,3EHZ8,422802320.0,9241932.0,Fish Carrier,120.75,4521.0,3034.9990000000003,24.0
China,35858.0,JING YUAN 906,BZZT4,412694640.0,8676051.0,Longline,55.2,523.0,882.0,30.0
South Korea,35860.0,SEIN STAR,DSRN5,441923e3,8319029.0,Fish Carrier,99.02,2004.0,4026.78,19.0
Panama,35861.0,JONATHAN ACE,3FPM2,355874e3,8221595.0,Fish Carrier,91.41,3520.0,4026.78,18.0
Taiwan,35863.0,YU SHUN,BJ5024,4162316.0,NA,Longline,23.9,95.66,700.9580000000001,14.0
Taiwan,35864.0,JIN TSAI FU NO.888,BH3378,416220800.0,8649498.0,Longline,32.64,246.0,769.5624,20.0
China,35866.0,JING LU YUAN 002,BZZS3,412695430.0,8662660.0,Longline,59.2,698.0,1176.0,31.0
China,35867.0,JING LU YUAN 008,BZZS9,412695490.0,8662672.0,Longline,59.2,698.0,1176.0,31.0
China,35868.0,QING YUAN YU 004,BZZP4,412679240.0,8662634.0,Longline,59.2,698.0,1176.0,30.095238095238095
China,35869.0,QING YUAN YU 008,BZZP8,412685210.0,8662646.0,Longline,59.2,698.0,1176.0,31.0
China,35870.0,QING YUAN YU 009,BZZP9,412685220.0,8662658.0,Longline,59.2,698.0,1176.0,31.0
Taiwan,35873.0,YI MAN,BJ5017,441610190.0,NA,Longline,20.89,95.29,520.0,14.0
China,35883.0,LIAO JIN LUN 109,BZTF9,412200079.0,9057927.0,Longline,56.17,646.0,NA,31.0
Taiwan,35885.0,SHUNN SHING NO.626,BG3671,416003741.0,8629266.0,Longline,30.2,184.0,1000.7294,18.0
Taiwan,35886.0,SAN SHENG SHIANG NO.668,BJ4706,416002444.0,NA,Longline,25.5,98.0,708.4150000000001,15.0
South Korea,35887.0,JEY DREAM,DSQM8,44163e4,9031870.0,Bunker,104.54,3293.0,2942.0,18.0
Republic of Vanuatu,35888.0,SHOTA MARU,YJQP4,576732e3,9194892.0,Fish Carrier,100.98,3936.0,2942.0,25.0
Japan,35889.0,WAKABA MARU NO.7,7JFV,432726e3,9524865.0,Single Purse Seine,79.61,1788.0,2942.0,30.0
Fiji,35892.0,WINFULL NO.8,3DWS,520245e3,8650760.0,Longline,24.178947368421053,121.73684210526316,279.0,NA
Panama,35899.0,HIKARI 1,3EYH9,57627e4,9293313.0,Fish Carrier,120.75,4521.0,3034.9990000000003,26.0
China,35901.0,XIN SHI JI 68,BZ1UU,NA,8615007.0,Longline,54.01,596.0,698.0,30.0
China,35902.0,XIN SHI JI NO.69,BZ2UU,412420198.0,8909812.0,Longline,49.42,516.0,520.4986,30.0
Panama,35904.0,SEA TRADER I,HODS,577314e3,8919893.0,Fish Carrier,120.2,4574.0,4120.0,22.0
South Korea,35907.0,OCEAN CHO,D7BO,765104179.0,8906808.0,Fish Carrier,106.38,5286.0,5070.76,21.0
China,35909.0,LIAO JIN LUN 108,BZTF8,NA,9004774.0,Longline,57.31,636.0,735.0,31.0
Solomon Islands,35917.0,SOLOMON RUBY,H4AM,NA,9212307.0,Single Purse Seine,46.0,718.0,954.4960000000001,22.0
Solomon Islands,35918.0,SOLOMON JADE,H4AB,NA,9211183.0,Single Purse Seine,46.0,718.0,1118.55,22.0
Philippines,35921.0,DANIELLA T,4DEG6,NA,NA,Mothership,65.85,1239.0,1342.0,21.0
Republic of Kiribati,35922.0,GLORY NO.6,T3PV2,529766e3,8805834.0,Bunker,96.98,3183.0,2427.0,18.0
Taiwan,35926.0,SAN ZAI FA NO.12,BG3683,NA,8649773.0,Longline,34.0,180.0,1116.3129000000001,16.0
China,35929.0,ZHONG SHUI 707,BZZR6,412320023.0,8628937.0,Longline,37.6,199.0,330.0,12.0
China,35930.0,ZHONG SHUI 708,BZZR7,412320024.0,8628975.0,Longline,37.6,199.0,330.0,12.0
China,35932.0,ZHONG SHUI 710,BZZR9,412320026.0,8628999.0,Longline,37.6,199.0,330.0,12.0
China,35934.0,ZHONG SHUI 709,BZZR8,412320025.0,8628987.0,Longline,33.76,199.0,246.08100000000002,12.0
South Korea,35938.0,ORYONG NO.377,DTBX2,44165e4,9047893.0,Longline,55.16,398.0,745.7,25.0
Federated States of Micronesia,35939.0,CFA 26,V6P26,416232900.0,NA,Longline,21.36,94.97,483.95930000000004,14.0
Federated States of Micronesia,35940.0,CFA 27,V6P27,510071e3,NA,Longline,21.5,96.8,483.95930000000004,14.0
Philippines,35947.0,QUEEN EVELYN 168,DUL6968,54876e4,8029002.0,Single Purse Seine,61.56,768.93,1641.0,28.0
Solomon Islands,35957.0,SOLOMON OPAL,H4AL,NA,9212319.0,Single Purse Seine,46.0,718.0,1118.55,22.0
South Korea,35958.0,NO.3 KYUNG YANG,DTBX3,44166e4,9020106.0,Longline,55.16,393.0,745.7,25.0
South Korea,35959.0,LAKE WIN,DSQW2,44172e4,9020780.0,Fish Carrier,93.39,2623.0,1470.9975,19.0
China,35961.0,LIN XIANG NO.1,BZYC2,412994e3,8667397.0,Longline,56.4,657.0,1029.0,28.0
Taiwan,35962.0,YI SIANG NO.6,BJ5031,416003984.0,NA,Longline,21.12,95.98,745.7,15.0
Japan,35964.0,KAIYO MARU NO.58,JDIS,431298e3,9072783.0,Longline,56.96,409.0,698.7238125,24.0
Taiwan,35966.0,HER HAE,BJ4921,416214700.0,NA,Longline,25.5,99.0,735.49875,15.0
Taiwan,35975.0,YUNG HSING FA 168,BL2096,416233600.0,8748543.0,Single Purse Seine,71.79,1416.0,2386.2400000000002,40.0
Federated States of Micronesia,35978.0,TAIYO CHUUK,V6PTC,432738e3,9567465.0,Single Purse Seine,79.61,1788.0,2942.0,34.0
Philippines,35984.0,PURPLE ASTER 888,DUA6540,NA,8403789.0,Fish Carrier,48.96,619.0,1119.0,19.0
China,35987.0,HONG YANG 2,BBLY1,412320031.0,8749913.0,Longline,37.8,215.0,400.0,16.0
Philippines,35993.0,ROSE MARIE,DUTG7,NA,8210780.0,Single Purse Seine,56.16,900.0,1938.8200000000002,25.0
Taiwan,35994.0,YUH PAO NO.16,BJ4602,416000029.0,NA,Longline,27.0,79.07,335.565,12.0
South Korea,35995.0,NO.5 KYUNG YANG,DTBX7,44168e4,8703464.0,Longline,56.08,414.0,745.7,25.0
Taiwan,36002.0,SAN LIAN FA NO.18,BJ4846,416002681.0,NA,Longline,29.88,99.0,470.7192,15.0
South Korea,36003.0,SAJO POTENTIA,DTBX6,441675e3,9587063.0,Single Purse Seine,70.59,1061.0,2647.7954999999997,32.0
Taiwan,36004.0,SAN ZAI FA NO.15,BJ5034,416004044.0,NA,Longline,20.83,98.32,931.75215,14.0
Taiwan,36005.0,SHUENN SHING NO.66,BJ4955,NA,NA,Longline,25.5,99.0,527.2099000000001,15.0
Taiwan,36006.0,SHENG LIAN SHIANG NO.1,BJ5040,NA,NA,Longline,21.3,96.1,745.7,15.0
Panama,36010.0,SEA STAR V,3EYI5,37221e4,8914221.0,Fish Carrier,120.2,4574.0,4120.0,23.0
Taiwan,36014.0,JIN JINN YI NO.66,BG3682,NA,8749092.0,Longline,30.24,180.0,745.7,17.0
Taiwan,36015.0,JIN JINN YI NO.36,BG3687,416004583.0,8749080.0,Longline,30.24,180.0,745.7,17.0
Fiji,36016.0,SUNSHINE NO.86,3DUF,NA,8748983.0,Longline,36.6,193.0,382.0,15.0
Fiji,36017.0,SUNSHINE NO.18,3DUL,NA,8748971.0,Longline,36.6,193.0,382.0,15.0
Fiji,36018.0,HSINLONG NO.1,3DWI,520174e3,9627241.0,Longline,36.6,193.0,382.0,14.0
Fiji,36019.0,FENGYUH NO.6,3DWF,520171e3,8628456.0,Longline,36.6,193.0,284.8574,14.0
Fiji,36020.0,RISING NO.8,3DWG,520172e3,8748892.0,Longline,39.6,198.0,450.0,14.0
Fiji,36021.0,RISING NO.9,3DWH,520173e3,8748907.0,Longline,39.6,198.0,450.0,14.0
Taiwan,36023.0,SAN SHENG FA,BJ5043,416004073.0,NA,Longline,20.85,98.86,691.0,14.0
Taiwan,36026.0,CHANG LI NO.1,BH3293,416833e3,8680583.0,Fish Carrier,45.6,498.0,882.0,30.0
Taiwan,36027.0,JIN CHANG NO.6,BJ4769,NA,NA,Longline,25.0,98.0,760.614,10.0
Cook Islands,36031.0,HAI SOON NO.5,E5U2958,518100013.0,9109897.0,Bunker,89.18,1998.0,2059.0,20.0
Fiji,36033.0,SUNSHINE NO.88,3DUG,NA,8748995.0,Longline,36.6,193.0,382.0,13.0
Fiji,36034.0,SUNSHINE NO.89,3DUK,520179e3,NA,Longline,36.6,193.0,382.0,14.0
Fiji,36036.0,HSINLONG NO.6,3DUC,520176e3,9627265.0,Longline,39.6,198.0,382.0,14.0
Fiji,36037.0,K.CAMELLIA,3DTJ,NA,NA,Longline,30.03,191.0,298.28000000000003,14.0
China,36038.0,SUNSTAR NO.6,BZTH9,412200115.0,8647517.0,Longline,37.25,242.0,450.0,15.0
Tuvalu,36039.0,PAKASOA,T2RB3,NA,9593153.0,Longline,20.8,120.0,555.30155625,18.0
China,36040.0,SUNSTAR NO.7,BZTY2,412200116.0,8647529.0,Longline,37.25,242.0,450.0,12.0
South Korea,36041.0,WOO BONG,DSEM6,440402e3,9036387.0,Bunker,112.09,4702.0,2993.4799125,18.0
Fiji,36043.0,HANGTON 9,3DUW,NA,8648925.0,Longline,32.0,135.0,559.275,13.0
Marshall Islands,36044.0,LOMETO,V7TQ8,538060016.0,9583419.0,Single Purse Seine,71.79,1344.0,2353.0,32.0
Taiwan,36047.0,KUO RONG,BG3692,NA,8661783.0,Longline,32.26,199.0,759.0,20.0
Federated States of Micronesia,36050.0,MICRONESIA 101,V6PM1,538060017.0,9587037.0,Single Purse Seine,70.59,1517.0,2353.596,30.0
China,36051.0,SUI YUAN YU 23,BZWA23,412694570.0,NA,Longline,29.98,150.0,407.0,13.0
China,36052.0,SUI YUAN YU 22,BZWA22,412694560.0,8670069.0,Longline,29.98,150.0,407.0,12.0
Republic of Vanuatu,36053.0,YUH CHANG NO.11,YJQD8,576383e3,8664292.0,Longline,23.8,91.74,330.97443749999996,15.0
Republic of Vanuatu,36054.0,YUH FA NO.8,YJQE2,576394e3,NA,Longline,23.9,91.74,330.97443749999996,12.0
Taiwan,36058.0,YU SHUN NO.888,BJ4936,416003073.0,NA,Longline,29.88,99.0,745.7,20.0
Republic of Kiribati,36059.0,ANGEL 101,T3PX2,529768e3,9101455.0,Bunker,110.0,4974.0,2942.0,20.0
Federated States of Micronesia,36060.0,MICRONESIA 102,V6PM2,538060018.0,9587544.0,Single Purse Seine,70.59,1517.0,2353.596,30.0
Liberia,36061.0,TAIHO MARU,D5KS2,636017396.0,9459591.0,Fish Carrier,98.28,3858.0,2199.815,20.0
Marshall Islands,36063.0,LOMALO,V7UB4,538060019.0,9588665.0,Single Purse Seine,71.79,1344.0,2353.0,32.0
Republic of Kiribati,36065.0,ANGEL NO.10,T3QM2,312307e3,9040455.0,Bunker,181.61,25800.0,7168.0,27.0
Liberia,36066.0,MEITA MARU,D5JO8,576419e3,9071583.0,Fish Carrier,106.86,3802.0,2942.0,40.0
China,36067.0,SHEN GANG FA 3,BZXD6,412460043.0,9231559.0,Longline,56.18,493.0,956.0,25.0
Philippines,36070.0,DOLLY 798,4DEE3,548335100.0,7916791.0,Fish Carrier,87.25,2462.0,2089.0,31.0
Taiwan,36071.0,FU KUAN NO.808,BL2097,416234800.0,8749236.0,Single Purse Seine,71.79,1416.0,2386.2400000000002,40.0
Republic of Kiribati,36072.0,HUA JIAN 109,T3UC,529268e3,7929762.0,Fish Carrier,112.9,4056.0,4560.0,23.0
China,36073.0,HUA NAN YU 711,BZXD22,412460003.0,8654924.0,Longline,32.74,196.0,447.42,13.0
China,36074.0,HUA NAN YU 712,BZXD23,412460053.0,8628688.0,Longline,32.74,196.0,447.42,13.0
Fiji,36075.0,SOLANDER XII,3DSP,520170100.0,8879407.0,Longline,36.3,169.0,932.5,11.0
Cook Islands,36077.0,CHONG MYONG 709,E5U2352,518402e3,8650746.0,Longline,33.3,138.0,894.84,9.0
Taiwan,36079.0,YI MAN NO.2,BJ5041,NA,NA,Longline,21.12,97.28,519.99761625,14.0
Philippines,36080.0,DISCOVERY 101,DUCK,548831e3,8628614.0,Single Purse Seine,71.79,1100.0,2352.0,37.0
Republic of Kiribati,36081.0,TERAKA NO.1,T3UN,529278e3,8994350.0,Longline,23.79,142.0,820.0,15.0
Taiwan,36082.0,SHUN YI NO.3,BG3695,NA,8649034.0,Longline,30.19,185.0,759.0,20.0
Taiwan,36088.0,LUNG SOON NO.126,BH3249,416503e3,8649060.0,Longline,45.6,496.0,895.0,30.0
Republic of Kiribati,36089.0,ANGEL 106,T3PZ2,52977e4,9114842.0,Bunker,102.39,4629.0,1250.347875,19.0
Panama,36092.0,HAN XING,3FYT4,374173e3,9586332.0,Fish Carrier,80.68,1998.0,735.0,20.0
China,36093.0,ZHONG SHUI 805,BZYJ2,412326901.0,8629008.0,Longline,37.6,223.0,447.0,12.0
China,36094.0,ZHONG SHUI 806,BZYJ3,412326902.0,8629010.0,Longline,37.6,223.0,447.0,12.0
Taiwan,36095.0,YU SHUN NO.2,BJ5056,416235600.0,8629242.0,Longline,23.9,96.58,691.0,15.0
Japan,36096.0,KAISEI MARU NO.1,JFHT,431500430.0,9042817.0,Longline,56.04,379.0,735.0,22.0
Tuvalu,36098.0,TUIPUGA,T2TT3,NA,NA,Longline,20.8,99.8,555.30155625,12.0
China,36101.0,PING TAI RONG 9,BZ8VD,412420236.0,8628810.0,Longline,40.5,297.0,698.0,15.0
China,36102.0,PING TAI RONG 13,BZ9VD,412420238.0,9619244.0,Longline,40.5,297.0,698.0,15.0
China,36103.0,PING TAI RONG 31,BZ7VE,412420239.0,9619256.0,Longline,40.5,297.0,698.0,15.0
China,36104.0,PING TAI RONG 39,BZ8VE,412420237.0,8628781.0,Longline,40.05,297.0,698.0,15.0
Japan,36105.0,FUKUKYU MARU NO.38,JIZW,432614e3,9042738.0,Longline,56.7,409.0,745.7,23.0
Republic of Vanuatu,36112.0,B.SKY,YJTN7,577201e3,9381627.0,Bunker,105.5,3978.0,3e3,18.0
China,36113.0,XIN SHI JI NO.10,BZUU2,412674190.0,9036337.0,Longline,56.45,578.0,1029.0,26.0
China,36114.0,XIN SHI JI NO.17,BZUT4,412679210.0,8651269.0,Longline,56.4,497.0,894.84,26.0
China,36115.0,ZHONG SHUI 807,BZYJ4,NA,8629022.0,Longline,33.74,223.0,447.0,12.0
China,36116.0,ZHONG SHUI 808,BZYJ5,412326904.0,8629034.0,Longline,33.74,223.0,447.0,12.0
China,36117.0,ZHONG SHUI 810,BZYJ7,412326905.0,8629058.0,Longline,33.74,223.0,447.0,12.0
China,36120.0,ZHONG SHUI 809,BZYJ6,412326905.0,8629046.0,Longline,33.74,223.0,447.0,12.0
Fiji,36122.0,SOLANDER XIV,3DNA,520197e3,8950926.0,Longline,35.2,110.0,312.899999999999,10.0
Republic of Vanuatu,36123.0,EMELEE 1,YJVZ9,576237e3,NA,Longline,23.8,86.0,410.135,12.0
Republic of Vanuatu,36124.0,EMELEE 2,YJZZ4,576093e3,8664371.0,Longline,23.8,86.0,410.135,12.0
Republic of Vanuatu,36125.0,EMELEE 3,YJZZ5,576122e3,8664383.0,Longline,23.8,86.0,410.135,12.0
Solomon Islands,36128.0,SOLO C,H4SK,NA,NA,Longline,29.5,69.97,566.96,14.0
Republic of Vanuatu,36129.0,YUH YOW NO.127,YJQC3,576956e3,8431126.0,Longline,57.2,729.0,882.5985,25.0
Republic of Vanuatu,36130.0,YU CHAN NO.201,YJUQ7,51877e4,8430457.0,Longline,56.5,705.0,894.0,30.0
Republic of Vanuatu,36131.0,HSIN HUNG NO.101,YJQE7,576959e3,8430407.0,Longline,54.85,705.0,882.5985,22.0
Marshall Islands,36132.0,B.ACE,V7VL4,538004149.0,9381641.0,Bunker,105.5,3978.0,3e3,18.0
Republic of Vanuatu,36135.0,LUNG YUIN,YJQP3,576728e3,9048603.0,Fish Carrier,94.32,3431.0,2994.95091,22.0
China,36137.0,GUI YUAN YU 60002,BZWZ33,412500157.0,8656257.0,Longline,37.0,225.0,375.0,15.0
China,36138.0,GUI YUAN YU 60003,BZWZ34,412500157.0,8656269.0,Longline,37.0,225.0,375.0,15.0
Republic of Vanuatu,36140.0,ESSIEN NO.101,YJTZ2,577289e3,7815337.0,Longline,50.15,547.0,882.5985,28.0
Panama,36145.0,KAI DE,H3XA,37179e4,8421286.0,Fish Carrier,107.96,4202.0,3500.0,22.0
Taiwan,36150.0,SAN LIAN FA NO.1,BJ5062,416004268.0,NA,Longline,21.6,97.66,691.0,14.0
Panama,36152.0,HAI SHUN 158,HP6825,374045008.0,9011911.0,Fish Carrier,80.26,1596.0,720.6,20.0
Republic of Vanuatu,36155.0,LUCKY OCEAN 188,YJUH4,577308e3,8815035.0,Longline,56.04533333333333,598.0,1176.798,28.0
Republic of Vanuatu,36156.0,LUCKY OCEAN NO.8,YJTV5,577259e3,9033e3,Longline,48.97,485.0,735.49875,28.0
Republic of Vanuatu,36157.0,LUCKY OCEAN NO.6,YJTV3,577257e3,8617641.0,Longline,48.97,485.0,735.49875,28.0
Taiwan,36164.0,JIN TSAI FU NO.168,BG3705,416004246.0,9639e3,Longline,35.7,188.0,759.03471,20.0
Japan,36165.0,KAISEI MARU NO.8,JCMK,431101320.0,8717049.0,Longline,56.08,409.0,735.0,22.0
Panama,36169.0,YUN RUN 3,HOAZ,529578e3,9161613.0,Fish Carrier,91.48,2713.0,1491.4,22.0
Fiji,36172.0,ZHONG DA 5,3DNS,520222e3,9639086.0,Longline,39.6,264.0,480.0,15.0
Fiji,36173.0,ZHONG DA 6,3DNT,NA,9639098.0,Longline,39.6,264.0,480.0,15.0
China,36177.0,FU YUAN YU NO.557,BZ6US,412440029.0,8820509.0,Longline,55.6,619.0,1176.0,31.0
China,36178.0,FU YUAN YU NO.558,BZ7US,412440031.0,9031947.0,Longline,55.97,577.0,698.0,31.0
China,36179.0,LIAO JIN LUN NO.107,BZZB5,NA,8021165.0,Longline,54.3,609.0,1029.0,31.0
Taiwan,36181.0,JUI HSIANG JIE,BJ5069,NA,NA,Longline,20.8,98.98,691.0,14.0
South Korea,36182.0,OCEANUS,D7NG,576507e3,9194919.0,Fish Carrier,100.98,3747.0,3281.08,18.0
China,36191.0,RONG DA YANG 16,BBLZ8,412326971.0,9639414.0,Longline,42.8,271.0,698.0,14.0
China,36192.0,RONG DA YANG 17,BBLZ9,412326972.0,9639426.0,Longline,42.8,271.0,698.0,16.0
China,36194.0,LIAO JIN LUN 101,BZZH,412676430.0,8021024.0,Longline,53.67,606.0,955.575,30.15
Taiwan,36195.0,FU YING,BJ4851,416002686.0,NA,Longline,23.23,87.35,637.5735000000001,15.0
Republic of Vanuatu,36196.0,LUCKY OCEAN 168,YJUJ4,577309e3,8504521.0,Longline,57.59,490.0,1147.37805,28.0
Republic of Vanuatu,36197.0,LUCKY OCEAN NO.1,YJTV4,57725800.0,8915914.0,Longline,55.52,587.0,735.49875,23.0
China,36198.0,HAI XING 715,BZ7VG,412420433.0,8654170.0,Longline,40.5,299.0,698.0,18.0
China,36199.0,HAI XING 716,BZ8VG,412420434.0,8654182.0,Longline,40.5,299.0,698.0,18.0
China,36200.0,HAI XING 717,BZ9VG,412420435.0,8654194.0,Longline,40.5,299.0,698.0,18.0
China,36201.0,HAI XING 718,BZ1VH,412420436.0,8654209.0,Longline,40.5,299.0,698.0,18.0
China,36202.0,QING YUAN YU 013,BZZQ4,412320021.0,8504492.0,Longline,55.6,619.0,1176.0,31.0
China,36204.0,QING YUAN YU 012,BZZQ3,412320019.0,8618762.0,Longline,54.01,577.0,1103.0,31.0
Panama,36206.0,HAI GONG YOU 303,3EVX5,371596e3,9031507.0,Bunker,111.56,4989.0,3653.9300000000003,22.0
Panama,36207.0,SHIN FUJI,HPEF,576276e3,9140281.0,Fish Carrier,99.5,3822.0,2942.0,25.0
China,36208.0,SHEN LIAN CHENG NO.761,BZXC33,412460055.0,8655151.0,Longline,30.24,192.0,400.0,10.0
China,36212.0,SHEN LIAN CHENG NO.760,BZXC32,412460054.0,8655150.0,Longline,30.24,NA,400.0,10.0
Republic of Kiribati,36213.0,HUA JIAN 107,T3XR,529354e3,8421298.0,Fish Carrier,107.96,4238.0,3501.0,23.0
Federated States of Micronesia,36214.0,CFA 22,V6P22,510051e3,NA,Longline,29.7,96.0,441.29925,16.0
Liberia,36215.0,TENHO MARU,D5LC4,636017468.0,9128764.0,Fish Carrier,94.65,3496.0,2941.995,47.0
China,36219.0,XIN SHI JI 80,BZVY3,412695650.0,8670033.0,Longline,56.5,634.0,735.0,33.0
Taiwan,36223.0,YI MAN NO.3,BJ5061,416004299.0,NA,Longline,23.9,99.7,700.9580000000001,14.0
Panama,36231.0,HAI FENG NO.618,3FHE6,356514e3,9035084.0,Fish Carrier,138.0,7800.0,7050.0,25.0
Panama,36232.0,HAI FENG 628,3FEO6,371335e3,8317356.0,Fish Carrier,143.52,6268.0,5995.0,25.0
Panama,36233.0,HAI FENG NO.638,3EVC7,37291e4,8613920.0,Fish Carrier,117.8,4986.0,5295.0,25.0
Fiji,36234.0,OCEAN BOUNTIFUL 338,3DTD,520225e3,NA,Longline,29.7,98.0,596.5600000000001,15.0
Republic of Vanuatu,36237.0,ESSIEN NO.108,YJTZ3,57729e4,9004451.0,Longline,55.45,598.0,1176.798,28.0
China,36238.0,HUA NAN YU 716,BZXD24,412460003.0,8654924.0,Longline,32.74,196.0,440.0,15.0
China,36239.0,HUA NAN YU 717,BZXD25,412460004.0,8654936.0,Longline,32.74,196.0,440.0,15.0
Federated States of Micronesia,36242.0,CFA 23,V6P23,NA,NA,Longline,29.7,96.0,441.29925,16.0
Federated States of Micronesia,36244.0,CFA 25,V6P25,NA,NA,Longline,29.7,96.0,441.29925,16.0
